Episode Metadata:
{'file_path': <tf.Tensor: shape=(), dtype=string, numpy=b'/nfs/kun2/datasets/r2d2/r2d2-data-full/AUTOLab/success/2023-10-13/Fri_Oct_13_18:55:06_2023/trajectory.h5'>, 'recording_folderpath': <tf.Tensor: shape=(), dtype=string, numpy=b'/nfs/kun2/datasets/r2d2/r2d2-data-full/AUTOLab/success/2023-10-13/Fri_Oct_13_18:55:06_2023/recordings/MP4'>}

Joint Positions:
[-0.22226722538471222, -0.5679248571395874, -0.09111553430557251, -2.7172088623046875, -0.19537247717380524, 2.0684173107147217, 0.043078068643808365]
[-0.2222796082496643, -0.5679969191551208, -0.09114506095647812, -2.716914176940918, -0.19537469744682312, 2.068547010421753, 0.0430804118514061]
[-0.22227837145328522, -0.5680147409439087, -0.0911482647061348, -2.716809034347534, -0.1953682005405426, 2.068558931350708, 0.043078042566776276]
[-0.22227706015110016, -0.5684279799461365, -0.09113678336143494, -2.7167930603027344, -0.19537495076656342, 2.068565607070923, 0.04307948052883148]
[-0.2222737818956375, -0.568400502204895, -0.09112463146448135, -2.716792106628418, -0.19537164270877838, 2.068572759628296, 0.043082691729068756]
[-0.22226949036121368, -0.5684252977371216, -0.09113321453332901, -2.7167856693267822, -0.19537420570850372, 2.0685720443725586, 0.04308422654867172]
[-0.2222842276096344, -0.5684455633163452, -0.09116026759147644, -2.7167813777923584, -0.19537633657455444, 2.0685713291168213, 0.04307405278086662]
[-0.2222750186920166, -0.5684229731559753, -0.09113514423370361, -2.716780424118042, -0.19537082314491272, 2.0685739517211914, 0.043080415576696396]
[-0.22227387130260468, -0.568419873714447, -0.09113489091396332, -2.7167835235595703, -0.19537147879600525, 2.0685739517211914, 0.04307969659566879]
[-0.2222820222377777, -0.5684422850608826, -0.09114285558462143, -2.7167835235595703, -0.19537553191184998, 2.0685737133026123, 0.0430782251060009]
[-0.2222803831100464, -0.5684438943862915, -0.09114938229322433, -2.7167773246765137, -0.19537340104579926, 2.068577289581299, 0.043079208582639694]
[-0.22227853536605835, -0.5684161186218262, -0.09113498777151108, -2.7167835235595703, -0.19537553191184998, 2.0685782432556152, 0.043075092136859894]
